"message","post_id","timestamp","reactions_count"
"Inakala ng mga doktor na TB ang sakit niya, pero may natuklasan silang hindi inaasahan. 

Isang 27-anyos na babae ang nakaranas ng ilang buwang ubo at lagnat na hindi gumaling kahit na ginamot na siya. 

Ayon sa isang viral na kwento sa internet, ipinakita ng scan na may kakaibang bagay na parang bag sa kanyang baga. 

Inalis ito ng mga doktor at natuklasan na ito pala ay isang condom na aksidenteng na-inhale habang may intimate na pangyayari. 

Pagkatapos naalis, nagsimulang gumaling ang babae, at nagtapos ang isang nakakagulat at bihirang misteryo medikal.","932196122646442","1771826409","137"
"buang Wade Slader","867937295872050","1767534222","6"
"‼️10 FACTS ABOUT DENGUE FEVER ‼️

1. Virus ang Dengue. Hindi siya bacteria. Kaya hindi kaylangan ng antibiotics.

2. Katulad ng ibang virus, self limiting din ang sakit na ito, kusa itong mawawala kahit walang gamot. 

3. Hydration ang importante kapag may dengue ang bata. Mas mainam na mag pa inom ng mga Oral Rehydration Solution na pwedeng bilhin sa mga drug store para hindi ma dehydrate si baby. 

4. Ilan sa mga warning signs ng dengue ay pananakit ng tiyan, pag susuka, pag durugo ng ilong at gilagid, at pagtamlay. Mas mainam naka admit si baby pag may warning signs para mas ma-monitor ng maigi. 

5. Ang pag baba ng platelet ay hindi warning sign. 
Ngunit ang pag akyat ng pula ng dugo (hematocrit) ang siyang mas mapanganib. 

6. Hindi ito nakakahawa. Ito ay sanhi ng kagat ng lamok.

7. Nakakatakot ang dengue pag hindi maaagap. Kaya mag patingin agad sa Doctor pag may sintomas ng pag lagnat ng ilang araw, pananakit ng tiyan, suka ng suka, pag tamlay, walang ganang kumain.

8. Tungkol sa tawa tawa para mapataas ang platelet — May ilang maliit na pag-aaral na nagsasabing puwede itong makatulong, pero kulang pa ang matibay na ebidensya. Hindi pa ito aprubado ng DOH o WHO bilang gamot sa dengue.

9. Dumadami ang kaso ng Dengue Fever ngayon kaya mag ingat. Itapon ang mga nakaimbak na tubig sa bahay. Maglinis ng kanal. Gumamit ng mosquito repellent sa mga bata edad 1 yr old pataas. Mag pasuot ng mahahabang damit at pajama lalo na sa gabi. Gawin maaliwalas at malinis ang paligid. Gumamit ng kulambo kung maaari.

10. Walang pinipiling edad ang dengue. #DengueFacts #PediaMom","1270949321711659","1759463424","1492"
"Si kabayan simpleng lagnat Lang dw skit nya pero nauwi sa binawian sya  NG buhay😥siya si Katrina amang sajulga taga Serra buliones bohol rest in peace kabayan 🙏
#everyone #highlightseveryonefollowers2025","2665457540492330","1770889695","297"
"walang lagnat pero mainit ang katawan sa Gabi symptoms din poba yan","1366977301480683","1762414997","4"
"Grabe yung lagnat ng mga bata ngayon ilang araw pabalik balik

Si Jandi ko din halos limang araw na nagpabalik balik lagnat napa checkup namin noong friday niresetahan ng gamot para sa sipon at ubo nya.

Pero pabalik balik pa din lagnat umaabot ng 39.2 kaya kagabi dinala din namin sa Hospital

Okay naman result ng ihi niya & blood test.Napa xray din namin meron konting plema.

Pero pinatuloy lang yung unang reseta ng Doc ayun pa din gamot niya.Nakakatakot talaga pag mga bata nagkakasakit.At ngayon lang nilagnat si Jandi namin ng ganto katagal .Wala naman ibang masakit sa kanya ,di naman nagsusuka at nagtata3 .","2493481657774845","1771821450","71"
"tinatablan din pala ng lagnat ang masarap na katulad ko","1421809062369386","1749050276","7"
"‼️SILENT PNEUMONIA AWARENESS | PLEASE READ‼️

Akala namin normal lang.

Ang anak ko ay malusog, masigla, at walang history ng sakit. Nagkaroon siya ng lagnat, na-check up, at sinabihang okay lang. Makalipas ang ilang araw, nagkaroon ng ubo—walang malalang senyales.

Hanggang isang gabi, bigla siyang bumilis huminga at hinika. Isinugod namin siya sa ospital.
Mukhang bumubuti na siya, kaya akala namin ligtas na.

Pero ilang oras lang ang lumipas,
bigla siyang tumigil sa paghinga at pumanaw.

Doon lang namin nalaman ang totoo—
may silent pneumonia na pala siya.
Nag-ipon ng fluid ang baga niya kaya hindi na siya makahinga, at mas pinahina pa ng dehydration at gastroenteritis ang katawan niya.

Important reminder for all parents:

• Hindi lahat ng pneumonia may ubo agad
• Hindi lahat may malinaw na sintomas
• Kahit mukhang okay ang bata, puwedeng biglang lumala

🚨 Kapag may lagnat, ubo, mabilis na paghinga, o hingalin—urgent na ‘yan. Huwag maghintay. Huwag ipagsawalang-bahala.

❗️Trust your instincts.
Kung may mali, ipaglaban ang anak mo.

⏳ Walang rewind ang buhay.
Kung may magagawa nang mas maaga, gawin niyo na.

🕊️ I’m sharing this for awareness—
para sa mga batang pwede pang mailigtas. 🙏🏻

(C) Roxxane Roxxane","1211771491078789","1769342235","6344"
"May LAGNAT at RASHES: DENGUE ba ito? 

PAANO MALALAMAN ANONG SAKIT ITO? 🚨

“May rashes at lagnat? Hindi agad ibig sabihin dengue. Alamin muna ang mga sintomas at magpatingin sa doktor para makasiguro. Mas mahalaga ang tamang diagnosis kaysa hula.”

Kapag may lagnat at pantal (rashes) ang bata o matanda, hindi agad masasabi kung dengue, tigdas, o ibang sakit — pero may mga palatandaan na pwedeng gabay.

🔴 Posibleng Tigdas (Measles)

✔️ Mataas na lagnat
✔️ Ubo, sipon, sore eyes
✔️ Pantal na nagsisimula sa mukha pababa sa katawan
✔️ Minsan may puting tuldok sa loob ng bibig

🦟 Posibleng Dengue

✔️ Biglaang mataas na lagnat
✔️ Sakit ng ulo, mata, at katawan
✔️ Panghihina
✔️ Rashes
⚠️ Babala: Nosebleed, pagdurugo ng gilagid, pagsusuka — magpatingin agad!

🦠 Iba pang posibleng dahilan

✔️ Viral infection
✔️ Allergy
✔️ HFMD (hand, foot, mouth disease)
✔️ Roseola (karaniwan sa babies)

❗ MAHALAGA
👉 Hindi sapat ang sintomas lang para mag-diagnose.
👉 Doctor check-up at blood test ang tamang paraan para malaman ang totoong sakit.

🚑 Magpatingin agad kung may:

⚠️ Tuloy-tuloy na mataas na lagnat
⚠️ Matinding panghihina
⚠️ Pagdurugo
⚠️ Hirap sa paghinga
⚠️ Matamlay o ayaw kumain

💬 Reminder: Mas mabuting maagapan kaysa magsisi.

#HealthAwareness #LagnatAtRashes #DengueAlert #MeaslesAwareness #ParentTipsPH","1550579533742937","1770361100","289"
"""Pa, wala na pong bigas.""
""Pa, ubos na po ang sabon.""
""Pa, wala na pong uling.""
""Pa, paubos na ang gasul.""
""Pa, pabili po ng gamot.""
""Pa, paabono po sa pang-tuition.""
""Pa, may lagnat po si bunso.""
""Pa, pambili po ng notebook at ballpen.""
""Pa, pamasahe po bukas.""
""Pa, andito na po yung bayarin sa kuryente at tubig.""

Madalas tayong humingi kay Papa, pero kahit pagod at walang-wala na siya, ginagawa niya ang lahat para sa pamilya nang walang reklamo—dahil mahal niya tayo.

Bago ka magreklamo o magtanong kung bakit hindi natupad ang gusto mo, isipin mo: Nakapagpasalamat ka na ba kay Papa? Naiparamdam mo na ba sa kanya ang pagmamahal mo?

Ang hinihingi lang niya ay respeto at pagmamahal—ibigay mo nang buo, dahil si Papa, ibinigay na niya ang lahat para sa'yo.❤️ 

#TatayMindset #Family #fblifestyle #fbpost","1324453483074045","1771739539","13010"
"Mapagpalang araw po sa lahat,Umatake ang lagnat,ubo ,sipon at sakit ng buong katawan.TRANGKASO na ito.
#sick #ofwlife #OFWHONGKONG #everyone #followers #friends","122164199756678371","1771806624","60"
"Me pag may lagnat:","1346851060804731","1768108048","100937"
"pag ako nanahimik dalawa lang yan e either may lagnat ako o inis na inis ako sa lahat","122104489497257580","1771817055","22"
"Kapag subrang taas ng lagnat wag agad mag panic

 #fbreelsfypシ゚viralシ #momshierizzvlog #fbreelsfypシ゚ #highlight #healthtips #tips #followers","1321612333107512","1771049689","37986"
"magandang arawpo. naranasan nyo rin ba may lagnat?since friday may lagnat ako. october 16 docetaxel ako pang 5th cycle ko. stage 3a breastcancer. naoperahan na rin ako last sept 19 total mastectomy sa right breast. please patulong po biogesic iniinom ko grabi sakit sa katawan","1430717865500560","1761428306","7"
"lambing yung gusto ko, lagnat yung binigay","661744953029336","1741747209","2079"
"""Pa, wala na pong bigas.""
""Pa, ubos na po ang sabon.""
""Pa, wala na pong uling.""
""Pa, paubos na ang gasul.""
""Pa, pabili po ng gamot.""
""Pa, paabono po sa pang-tuition.""
""Pa, may lagnat po si bunso.""
""Pa, pambili po ng notebook at ballpen.""
""Pa, pamasahe po bukas.""
""Pa, andito na po yung bayarin sa kuryente at tubig.""

Madalas tayong humingi kay Papa, pero kahit pagod at walang-wala na siya, ginagawa niya ang lahat para sa pamilya nang walang reklamo—dahil mahal niya tayo.

Bago ka magreklamo o magtanong kung bakit hindi natupad ang gusto mo, isipin mo: Nakapagpasalamat ka na ba kay Papa? Naiparamdam mo na ba sa kanya ang pagmamahal mo?

Ang hinihingi lang niya ay respeto at pagmamahal—ibigay mo nang buo, dahil si Papa, ibinigay na niya ang lahat para sa'yo.❤️ 

#TatayMindset #Family #fblifestyle #fbpost","1324453483074045","1771739539","13011"
"buang Wade Slader","867937295872050","1767534222","6"
"‼️10 FACTS ABOUT DENGUE FEVER ‼️

1. Virus ang Dengue. Hindi siya bacteria. Kaya hindi kaylangan ng antibiotics.

2. Katulad ng ibang virus, self limiting din ang sakit na ito, kusa itong mawawala kahit walang gamot. 

3. Hydration ang importante kapag may dengue ang bata. Mas mainam na mag pa inom ng mga Oral Rehydration Solution na pwedeng bilhin sa mga drug store para hindi ma dehydrate si baby. 

4. Ilan sa mga warning signs ng dengue ay pananakit ng tiyan, pag susuka, pag durugo ng ilong at gilagid, at pagtamlay. Mas mainam naka admit si baby pag may warning signs para mas ma-monitor ng maigi. 

5. Ang pag baba ng platelet ay hindi warning sign. 
Ngunit ang pag akyat ng pula ng dugo (hematocrit) ang siyang mas mapanganib. 

6. Hindi ito nakakahawa. Ito ay sanhi ng kagat ng lamok.

7. Nakakatakot ang dengue pag hindi maaagap. Kaya mag patingin agad sa Doctor pag may sintomas ng pag lagnat ng ilang araw, pananakit ng tiyan, suka ng suka, pag tamlay, walang ganang kumain.

8. Tungkol sa tawa tawa para mapataas ang platelet — May ilang maliit na pag-aaral na nagsasabing puwede itong makatulong, pero kulang pa ang matibay na ebidensya. Hindi pa ito aprubado ng DOH o WHO bilang gamot sa dengue.

9. Dumadami ang kaso ng Dengue Fever ngayon kaya mag ingat. Itapon ang mga nakaimbak na tubig sa bahay. Maglinis ng kanal. Gumamit ng mosquito repellent sa mga bata edad 1 yr old pataas. Mag pasuot ng mahahabang damit at pajama lalo na sa gabi. Gawin maaliwalas at malinis ang paligid. Gumamit ng kulambo kung maaari.

10. Walang pinipiling edad ang dengue. #DengueFacts #PediaMom","1270949321711659","1759463424","1492"
"May LAGNAT at RASHES: DENGUE ba ito? 

PAANO MALALAMAN ANONG SAKIT ITO? 🚨

“May rashes at lagnat? Hindi agad ibig sabihin dengue. Alamin muna ang mga sintomas at magpatingin sa doktor para makasiguro. Mas mahalaga ang tamang diagnosis kaysa hula.”

Kapag may lagnat at pantal (rashes) ang bata o matanda, hindi agad masasabi kung dengue, tigdas, o ibang sakit — pero may mga palatandaan na pwedeng gabay.

🔴 Posibleng Tigdas (Measles)

✔️ Mataas na lagnat
✔️ Ubo, sipon, sore eyes
✔️ Pantal na nagsisimula sa mukha pababa sa katawan
✔️ Minsan may puting tuldok sa loob ng bibig

🦟 Posibleng Dengue

✔️ Biglaang mataas na lagnat
✔️ Sakit ng ulo, mata, at katawan
✔️ Panghihina
✔️ Rashes
⚠️ Babala: Nosebleed, pagdurugo ng gilagid, pagsusuka — magpatingin agad!

🦠 Iba pang posibleng dahilan

✔️ Viral infection
✔️ Allergy
✔️ HFMD (hand, foot, mouth disease)
✔️ Roseola (karaniwan sa babies)

❗ MAHALAGA
👉 Hindi sapat ang sintomas lang para mag-diagnose.
👉 Doctor check-up at blood test ang tamang paraan para malaman ang totoong sakit.

🚑 Magpatingin agad kung may:

⚠️ Tuloy-tuloy na mataas na lagnat
⚠️ Matinding panghihina
⚠️ Pagdurugo
⚠️ Hirap sa paghinga
⚠️ Matamlay o ayaw kumain

💬 Reminder: Mas mabuting maagapan kaysa magsisi.

#HealthAwareness #LagnatAtRashes #DengueAlert #MeaslesAwareness #ParentTipsPH","1550579533742937","1770361100","289"
"Kapag may mataas na lagnat ang iyong anak #trendingreelsvideo #fblifestyle #tips","905817389085009","1770698040","23499"
"lagnat lang 'to, astig ako.","1476961937395844","1751286988","1111"
"Parents must have thermometer at home.

Mataas na lagnat Ng kuya KD.

#feelingsick #lagnat #hightemperature","1949497992471883","1754461579","32"
"𝐌𝐠𝐚 𝐬𝐢𝐧𝐭𝐨𝐦𝐚𝐬 𝐧𝐠 𝐬𝐮𝐩𝐞𝐫 𝐟𝐥𝐮

- Ubo
- Sipon
- Lagnat
- Mabigat at masakit ang katawan at ulo ( na nagtatagal ng 5-7 days)

𝐊𝐚𝐢𝐥𝐚𝐧𝐠𝐚𝐧𝐠 𝐦𝐚𝐠𝐩𝐚𝐭𝐢𝐧𝐠𝐢𝐧 𝐬𝐚 𝐝𝐨𝐜𝐭𝐨𝐫 𝐤𝐮𝐧𝐠;
- Pag ubo na may plema
- Nahihirapang huminga 
- Nahihirapang tumayo
- Tumaas ang blood pressure","1357214783118709","1767258542","33"
"Mabisa para sa lagnat at ubo #trendingreelsvideo #fblifestyle #tips","912990931700988","1771410006","1486"
"Sino may lagnat? gagamotin ko ng kantot","897939096356563","1771818552","24"
"Bumisita na namn si totoy sa pedia nya🥺
#lagnat 
#checkup","26028126263494372","1771830831","14"
"𝐌𝐠𝐚 𝐬𝐢𝐧𝐭𝐨𝐦𝐚𝐬 𝐧𝐠 𝐬𝐮𝐩𝐞𝐫 𝐟𝐥𝐮

- Ubo
- Sipon
- Lagnat
- Mabigat at masakit ang katawan at ulo ( na nagtatagal ng 5-7 days)

𝐊𝐚𝐢𝐥𝐚𝐧𝐠𝐚𝐧𝐠 𝐦𝐚𝐠𝐩𝐚𝐭𝐢𝐧𝐠𝐢𝐧 𝐬𝐚 𝐝𝐨𝐜𝐭𝐨𝐫 𝐤𝐮𝐧𝐠;
- Pag ubo na may plema
- Nahihirapang huminga 
- Nahihirapang tumayo
- Tumaas ang blood pressure","1357214783118709","1767258542","33"
"Ayaw magpalapag🥹🥹
#lagnat 
JohnRoid Dusong Bundac","2362989747461858","1771823579","24"
"happy lagnat day everyone","644061208131044","1739698201","2814"
"Sino may lagnat? gagamotin ko ng kantot","897939096356563","1771818552","24"
"Normal lang bang lagnatin si Baby pag nagngingipin

Akala natin lagnat agad kapag nagngingipin si baby, pero teka lang mommy!

Ang totoo, ang pagngingipin ay hindi dapat magdulot ng mataas na lagnat. Pwede silang maging iritable, mas drooling, at konting discomfort—pero kung may sinat o lagnat na mataas, patingin na kay pedia.

Mas okay nang maging maingat kesa mapabayaan!

#teething #teethingbaby #babyteething #fever #babyfevercheck #babyfevertiktok #babyfeverwarning #pediatrician","1232884405506844","1743413619","477"
"Kapag may Lagnat, possible Dengue po yan. Pannorin niyo po ito o ishare niyo sa dapat makapanood bago lumala

#42 MATA, DOC MA-RI-TES (short for Mata, Richard Tesoro)
Senatorial Candidate","1142709127229947","1735733299","447"
"Hello. May lagnat at ubo po 4yr old ko. Flight po namin tonight at 10pm pabalik ng pinas. Papayagan po kaya kami maka uwi? Meron po bang temperature check? 😥

Meron po kaming baon na paracetamol. Nakabili na din po kami pei pa koa. Thank you.

Checkout dapat po namin 11am. Nag book po ako ulit 1night para hanggang mamayang 6pm na po kami dito at mag punas punas until pumunta ng airport. Inom every 4 hours ng gamot. 

UPDATE: nasa loob na po kami ng plane. Need talaga ng pahinga ng bagets. Salamat po sa group na to! 🩷🩷🩷","511220397907931","1732402922","4"
"please stop judging those teenagers who hate their parents/siblings/relatives, you know nothing about their traumas or even their reasons. If you have a good and healthy relationship with your parents nor family, if you are a family oriented then good for you but don't even invalidate those teenagers having a hard time dealing with their traumas and trust issues caused by their parents. You do not know how they went through dealing with that depression caused by their parents/relatives/sibling. We all have different ways of healing and sensitivity. Keep that in mind","1190853261709928","1689231709","50"
"May lagnat ang BB ella ko.🥺🙏","4224140174525084","1771831518","4"
"Ano ba ang gamot sa  lagnat. Limang araw na ang lagnat ng asawa. Ko","1008133993300470","1631062596","234"
"happy lagnat day everyone","644061208131044","1739698201","2814"
"Paano po ba malalamn kung may lagnat ang pusa? At ano po ang gamot dito?","25902577656069560","1770448807","15"
"After vacation, Monday, pasok agad sa work, may sakit mga katrabaho ko. Tues.,nagsimula na sumakit lalamunan ko. Wed., may lagnat na at tulo ng tulo ang sipon pero work pa din. Thurs. & fri., work pero may sakit! Weekend, nagtulog! Hello Monday!","122159291858711769","1771832553","30"
"Currently 38.8 po lagnat ng toddler ko. Pinupunasan ko po si ya ng towel. At what point kopo siya kaya dapat dalhin sa ospital na considered emergency?","2266402827102416","1771046263","16"
"Mga Dapat Gawin Kapag may Lagnat ang Baby (0–12 Months) 👶🌡️

Kapag may lagnat ang baby, natural lang na kabahan ang mga magulang—lalo na kung siya ay 0–12 months pa lamang. Dahil maselan pa ang katawan ni baby, mahalagang tama at ligtas ang mga hakbang na gagawin.

✅ Mga DAPAT Gawin

🌡️ 1. Sukatin ang temperatura ni baby
Normal na body temperature: 36.5°C – 37.5°C
👉 Lagnat kung 38°C pataas.
Mas mainam gumamit ng digital thermometer.

🍼 2. Padedehin nang mas madalas
Kung breastfed, ituloy ang breastfeeding.
Nakakatulong ito laban sa dehydration at nagpapalakas ng resistensya.

👕 3. Bihisan ng preskong damit
Iwasan ang makapal na damit o kumot.
Panatilihing komportable at hindi naiinitan si baby.

🛏️ 4. Bigyan ng sapat na pahinga
Hayaan si baby na magpahinga at matulog hangga’t kaya.
Mas mabilis gumaling ang katawan kapag may pahinga.

🧴 5. Punasan ng maligamgam na tubig (Tepid Sponge)
Punasan ang leeg, kilikili, at singit.
❌ Huwag gumamit ng malamig na tubig o alcohol.

💊 6. Gamot kung may payo ng doktor
Paracetamol lamang ang karaniwang ligtas para sa baby—ayon sa tamang dose at reseta ng doktor.

❌ Mga HINDI DAPAT Gawin

🚫 Huwag basta magbigay ng gamot nang walang payo ng doktor
🚫 Huwag balutin ng makapal na kumot
🚫 Huwag pahiran ng alcohol ang katawan
🚫 Huwag ipagwalang-bahala ang matagal o paulit-ulit na lagnat

🚨 Kailan DAPAT Dalhin agad kay Doctor?

⚠️ Kung ang baby ay:
0–3 months at may lagnat kahit isang beses
May lagnat na lampas 38.5°C
May seizure/kinukumbulsyon
Matamlay, ayaw dumede, o iritable
May kasamang ubo, sipon, pagtatae, o pagsusuka
Lagnat na higit 24–48 oras

💬 Paalala sa mga Magulang:
Ang lagnat ay sintomas, hindi sakit. Senyales ito na may nilalabanan ang katawan ni baby. Mas mahalaga ang maagang pag-obserba at tamang pag-aalaga.

👶🤍 Mommy at Daddy, sapat na ang inyong pagmamahal—dagdagan lang ng tamang kaalaman.

#LagnatNiBaby #BabyCarePH #mom2th
#mamaslove  #BabyHealth #momlifehacks","4234805846762213","1769315347","1178"
"Mga mommies, anong ginagawa nyo pag may sipon ang baby ninyo? yung sakin ang tagal na po di nawawala yung sipon, almost a week na, Trinay ko po muna yung allerkid kaso wala pa din may halak pa din sya. Lagi barado ilong pero watery siya. Wala naman pong lagnat or ubo 

6 months si Lo. May pasibol po sya na ngipin.","1425534562500558","1765173704","2"
"lahat ba may lagnat na","1614221256321986","1768627603","6"
"Mga Dapat Gawin Kapag may Lagnat ang Baby (0–12 Months) 👶🌡️

Kapag may lagnat ang baby, natural lang na kabahan ang mga magulang—lalo na kung siya ay 0–12 months pa lamang. Dahil maselan pa ang katawan ni baby, mahalagang tama at ligtas ang mga hakbang na gagawin.

✅ Mga DAPAT Gawin

🌡️ 1. Sukatin ang temperatura ni baby
Normal na body temperature: 36.5°C – 37.5°C
👉 Lagnat kung 38°C pataas.
Mas mainam gumamit ng digital thermometer.

🍼 2. Padedehin nang mas madalas
Kung breastfed, ituloy ang breastfeeding.
Nakakatulong ito laban sa dehydration at nagpapalakas ng resistensya.

👕 3. Bihisan ng preskong damit
Iwasan ang makapal na damit o kumot.
Panatilihing komportable at hindi naiinitan si baby.

🛏️ 4. Bigyan ng sapat na pahinga
Hayaan si baby na magpahinga at matulog hangga’t kaya.
Mas mabilis gumaling ang katawan kapag may pahinga.

🧴 5. Punasan ng maligamgam na tubig (Tepid Sponge)
Punasan ang leeg, kilikili, at singit.
❌ Huwag gumamit ng malamig na tubig o alcohol.

💊 6. Gamot kung may payo ng doktor
Paracetamol lamang ang karaniwang ligtas para sa baby—ayon sa tamang dose at reseta ng doktor.

❌ Mga HINDI DAPAT Gawin

🚫 Huwag basta magbigay ng gamot nang walang payo ng doktor
🚫 Huwag balutin ng makapal na kumot
🚫 Huwag pahiran ng alcohol ang katawan
🚫 Huwag ipagwalang-bahala ang matagal o paulit-ulit na lagnat

🚨 Kailan DAPAT Dalhin agad kay Doctor?

⚠️ Kung ang baby ay:
0–3 months at may lagnat kahit isang beses
May lagnat na lampas 38.5°C
May seizure/kinukumbulsyon
Matamlay, ayaw dumede, o iritable
May kasamang ubo, sipon, pagtatae, o pagsusuka
Lagnat na higit 24–48 oras

💬 Paalala sa mga Magulang:
Ang lagnat ay sintomas, hindi sakit. Senyales ito na may nilalabanan ang katawan ni baby. Mas mahalaga ang maagang pag-obserba at tamang pag-aalaga.

👶🤍 Mommy at Daddy, sapat na ang inyong pagmamahal—dagdagan lang ng tamang kaalaman.

#LagnatNiBaby #BabyCarePH #mom2th
#mamaslove  #BabyHealth #momlifehacks","4234805846762213","1769315347","1178"
"Currently 38.8 po lagnat ng toddler ko. Pinupunasan ko po si ya ng towel. At what point kopo siya kaya dapat dalhin sa ospital na considered emergency?","2266402827102416","1771046263","16"
"lambing yung gusto ko, lagnat yung binigay","808211731766773","1756217000","2150"
"Masakit na Pag-ihi: 10 Dahilan
Payo ni Doc Willie Ong

1. UTI – Ang UTI o urinary tract infection ay ang pagdami ng bacteria sa kidneys o pantog.
Ang sintomas ay masakit at madalas na pag-ihi, malabo at maamoy na ihi. Kung malala ang UTI puwede magka-lagnat at sumakit ang likod.
Magpa-Urinalysis. Ang gamot sa UTI ay antibiotics.
2. Cystitis – Impeksyon sa pantog tulad ng UTI.
Ang sintomas ay masakit sa puson o sa may pwerta o ari. Masakit at madalas ang pag-ihi pero konti-konti lang ang labas ng ihi.
3. Kidney Stones o bato sa bato – Ang kidney stones ay kadalasan gawa sa calcium o uric acid. Sobra sakit sa may singit. Parang madudumi ang sakit pero hindi naman dudumi. Mahapdi din sa pag-ihi. Minsan, kulay pink ang ihi dahil may dugo na sa ihi.
Kumonsulta sa Urologist. Uminom ng 10-12 basong tubig bawat araw.
4. Yeast infection sa pwerta o vaginitis -
May discharge sa pwerta na maamoy. Makati ang pwerta at may iritasyon sa balat. Pwede din sumakit sa pag-ihi.
Ang gamutan ay vaginal suppository na reseta ng OB-Gyne.
5. Aktibidad tulad ng bisikleta, na-trauma at bagong panganak.
6. Impeksyon sa prostate o prostatitis sa lalaki -
Ang STD ay isang dahilan ng prostatitis. Ang impeksyon ay galing sa bacteria.
Ang sintomas ay masakit at hirap umihi, makirot sa pantog at ari, at madalas na pag-ihi lalo na sa gabi. Pwede din mahirapan mag-ejaculate o malabasan ang lalaki.
Ang gamutan ay antibiotics na reseta ng Urologist.
7. Ovarian cyst -
Ang sintoma ay sobrang sakit ng puson lalo na pag may regla. May abnormal na pagdurugo din. Kumonsulta sa OB-Gyne.
8. Kung may allergy sa sabon, wipes, lotion at pang-hugas -
Masakit sa balat sa may pwerta na may kasamang pamumula. Makati, may iritasyon sa maselang bahagi.
Gumamit ng mild soap lamang.
9. Kanser sa pantog -
Ang sintomas ay pamamayat, masakit ang likod at buto, manas at madalas at hirap umihi. Minsan may dugo sa ihi.
10. Ang mga sanggol ay umiiyak din kapag mahapdi ang pag-ihi nila.

Tips:
1. Magpa-urinalysis. Mura lang ito.
2. Tingnan ang kulay ng ihi. Dapat malinaw at light yellow ito.
3. Maligo palagi at maging malinis sa katawan.
4. Iwas sa pagkakaroon ng maraming partners at STD.
5. Uminom ng 8-12 basong tubig bawat araw.
6. Mag-ehersisyo ng regular.
7. Huwag magmadali sa pag-ihi. Relax lang ang posisyon.
8. Umihi muna bago matulog.
9. Sa mga bata, paalalahanan sila na pumunta sa banyo at umihi.

posted by Admin R","1364178628409461","1758171611","469"
"Pedia Mom Tip para gumaling agad ubo at sipon ni baby (1-5 years old)

✔️ Patulugin sa hapon (2-4 hours) - boost immune system and helps regain body strength. Kung tayo nga pag may sakit gumagaling agad basta matulog lang tayo, ganun din sa bata.

✔️ Higupin ang sipon - kayo na bahala paano basta kaylangan wag hayaan maipon ang sipon sa ilong, pwede kase mag cause ng lagnat yun at maging ubo. 

✔️Idaan sa tubig. Iwasan muna ang mga colored drinks gaya ng juice, chocolate drink etc. Pero kung gagawan mo ng calamansi juice or lemonade plus honey (if more than 1 year old na siya), okay lang din naman. 

✔️Vitamins supplements- makakatulong ang ascorbic acid na may kasamang zinc para sa repair ng mga cells and it also helps boost immune system to fight off bacteria and virus. 

✔️ Kaylangan kumakain ng umagahan, lunch and dinner si baby. Eating helps. Kung walang gana kumain at dumedede naman, okay lang din. Kung hindi din umiinom ng gatas, aba mag pa check up na

✔️ Pag lumala ang ubo at sipon ni baby after 3-5 days ng pag bibigay mo ng paunang lunas, mag pa check up na sa inyong mga doctor. 

Flu season nanaman! Do not worry kung healthy si baby. Lalabanan ng katawan niya yan! Pero dapat may gabay pa din natin para mas mabilis ang pag galing niya. 😊 Ingat!","1246947824111809","1757061105","8483"
"pabalik balik lagnat ko grr ayoko na pls","1556836565393789","1764590806","2"
"Mga mi mag lagnat ba pag 37.4 to 37.2 Ang temperature ni Baby 🥹","2360679151111363","1771040883","4"
"Hellow mga mi. Permission to ask everyone and pa approved Admin.. Ftm po ako  7 months na po baby ko yesterday  tas kagabi bigla syang nag lagnat off on ang lagnat every 4 hours ko sya pina painum ng tempra.
 Ask kulang kung my same case ng baby ko dito. sa mga nakaranas anu po ba mga syntoms ng mag ngipin na si baby. Kasi baby ko minsan naglalaway tas iyak ng iyak irritable ok namn Tae nya wala syang sipon at ubu lagnat lang meron sya. Sa tingin nyo mga Mima any advice po thank you😊","2293443264501619","1765612705","20"
"hellow po mga mie ano po kayang gamot sa pabalik balik na lagnat sakit ng ulo 5years old Kuna anak Po Dina mawala Wala lagnat nya","1988233018789286","1770164235","6"
"ano ba gamot sa lagnat? paracitite ba un or frenchkisedol","1615651152845663","1768719998","7"
